44.4930387, -0.6397527, 18 nov. 2020 12:52:19, 11.177, 124.0999984741211, 2.0, 0.48551714, 1.9272001, 0
44.4930387, -0.6397527, 18 nov. 2020 12:52:19, 11.177, 124.0999984741211, 2.0, 0.48551714, 1.9272001, 0
44.4930262, -0.6397753, 18 nov. 2020 12:52:22, 11.438, 124.0999984741211, 2.0, 1.0146065, 0.8527602, 0
44.4929812, -0.6397802, 18 nov. 2020 12:52:24, 10.671, 124.0999984741211, 2.0, 2.1772707, 0.67007464, 0
44.4930014, -0.6397772, 18 nov. 2020 12:52:29, 12.832, 123.4000015258789, 2.0, 0.004371077, -1, 0
44.4930202, -0.6397755, 18 nov. 2020 12:52:31, 13.811, 123.4000015258789, 2.0, 0.0064898883, -1, 0
44.4930455, -0.6397749, 18 nov. 2020 12:52:33, 10.958, 123.4000015258789, 2.0, 0.009757821, -1, 0
44.4930636, -0.6397812, 18 nov. 2020 12:52:35, 6.865, 123.4000015258789, 2.0, 0.3802532, -1, 0
44.493065, -0.6397443, 18 nov. 2020 12:52:46, 4.16, 123.4000015258789, 2.0, 1.5065426, -1, 0
44.4930489, -0.6397202, 18 nov. 2020 12:52:49, 5.163, 123.4000015258789, 2.0, 0.7222084, -1, 0
44.4930291, -0.6397097, 18 nov. 2020 12:52:51, 5.472, 123.4000015258789, 2.0, 1.8052111, -1, 0
44.493, -0.6397067, 18 nov. 2020 12:52:52, 9.511, 123.4000015258789, 2.0, 2.5187824, -1, 0
44.4929552, -0.6397135, 18 nov. 2020 12:52:54, 16.374, 123.4000015258789, 2.0, 3.1314228, -1, 0
44.4929029, -0.6397329, 18 nov. 2020 12:52:56, 22.975, 124.0999984741211, 2.0, 3.1499374, -1, 0
44.492871, -0.6397421, 18 nov. 2020 12:52:58, 25.085, 124.0999984741211, 2.0, 1.9889147, -1, 0
44.4928452, -0.6397787, 18 nov. 2020 12:53:00, 21.917, 124.0999984741211, 2.0, 1.6518729, -1, 0
44.4928557, -0.6398028, 18 nov. 2020 12:53:33, 7.29, 124.0999984741211, 2.0, 1.1148266, -1, 0
44.4928727, -0.6398341, 18 nov. 2020 12:53:35, 11.876, 124.0999984741211, 2.0, 2.2357547, -1, 0
44.4928892, -0.6398615, 18 nov. 2020 12:53:36, 14.407, 124.0999984741211, 2.0, 2.583757, -1, 0
44.4929099, -0.639892, 18 nov. 2020 12:53:37, 16.667, 124.0999984741211, 2.0, 2.993207, -1, 0
44.4929191, -0.6399394, 18 nov. 2020 12:53:38, 20.274, 124.0999984741211, 2.0, 2.991919, -1, 0
44.4929255, -0.6400318, 18 nov. 2020 12:53:40, 17.873, 124.0999984741211, 2.0, 2.9329374, -1, 0
44.4929532, -0.6401102, 18 nov. 2020 12:53:42, 17.669, 124.0999984741211, 2.0, 2.9604743, -1, 0
44.4929704, -0.6401462, 18 nov. 2020 12:53:43, 17.211, 124.0999984741211, 2.0, 2.8962493, -1, 0
44.4929911, -0.6401763, 18 nov. 2020 12:53:44, 17.246, 124.0999984741211, 2.0, 3.1534054, -1, 0
44.4930261, -0.6401749, 18 nov. 2020 12:53:45, 17.23, 124.0999984741211, 2.0, 2.4925714, -1, 0
44.4930831, -0.6401329, 18 nov. 2020 12:53:47, 17.318, 124.0999984741211, 2.0, 2.623043, -1, 0
44.4931399, -0.6400995, 18 nov. 2020 12:53:49, 17.04, 124.0999984741211, 2.0, 3.1265502, -1, 0
44.4931698, -0.6400844, 18 nov. 2020 12:53:50, 16.936, 124.0999984741211, 2.0, 3.0838766, -1, 0
44.4932156, -0.6400565, 18 nov. 2020 12:53:51, 16.601, 124.0999984741211, 2.0, 2.7728715, -1, 0
44.4932598, -0.640068, 18 nov. 2020 12:53:53, 16.272, 123.19999694824219, 2.0, 2.5416343, -1, 0
44.4932922, -0.6400727, 18 nov. 2020 12:53:55, 16.144, 123.19999694824219, 2.0, 2.9799588, -1, 0
44.4933456, -0.6400924, 18 nov. 2020 12:53:57, 16.559, 123.19999694824219, 2.0, 3.0474308, -1, 0
44.4934015, -0.6400967, 18 nov. 2020 12:53:59, 17.131, 123.19999694824219, 2.0, 2.4417298, -1, 0
44.4934219, -0.6401105, 18 nov. 2020 12:54:00, 17.05, 123.19999694824219, 2.0, 2.518742, -1, 0
44.4934411, -0.640126, 18 nov. 2020 12:54:01, 16.848, 123.19999694824219, 2.0, 2.5048442, -1, 0
44.4934623, -0.6401292, 18 nov. 2020 12:54:02, 16.679, 123.19999694824219, 2.0, 2.5730836, -1, 0
44.4935188, -0.6401174, 18 nov. 2020 12:54:04, 16.76, 123.19999694824219, 2.0, 3.0510924, -1, 0
44.493573, -0.6400945, 18 nov. 2020 12:54:06, 16.832, 123.19999694824219, 2.0, 3.7619455, -1, 0
44.4936165, -0.640148, 18 nov. 2020 12:54:08, 17.045, 123.19999694824219, 2.0, 3.398493, -1, 0
44.4936387, -0.6402463, 18 nov. 2020 12:54:10, 16.713, 123.19999694824219, 2.0, 3.6855218, -1, 0
44.4936518, -0.6402965, 18 nov. 2020 12:54:11, 16.798, 123.19999694824219, 2.0, 4.0214095, -1, 0
44.4936631, -0.6403534, 18 nov. 2020 12:54:12, 16.878, 123.19999694824219, 2.0, 4.1456213, -1, 0
44.493687, -0.640454, 18 nov. 2020 12:54:14, 17.178, 123.19999694824219, 2.0, 4.045183, -1, 0
44.4937067, -0.6405074, 18 nov. 2020 12:54:15, 17.099, 123.19999694824219, 2.0, 4.422364, -1, 0
44.4937399, -0.6405897, 18 nov. 2020 12:54:16, 16.888, 123.19999694824219, 2.0, 4.7340775, -1, 0
44.4937592, -0.6406868, 18 nov. 2020 12:54:18, 15.751, 123.19999694824219, 2.0, 4.9779987, 1.0564563, 0
44.4937769, -0.6407453, 18 nov. 2020 12:54:19, 15.558, 123.19999694824219, 2.0, 4.330799, -1, 0
44.4938074, -0.6408397, 18 nov. 2020 12:54:21, 15.245, 123.19999694824219, 2.0, 4.0869594, -1, 0
44.4938427, -0.6409852, 18 nov. 2020 12:54:23, 11.51, 123.19999694824219, 2.0, 6.2136564, 1.6443844, 0
44.493874, -0.6411201, 18 nov. 2020 12:54:25, 7.993, 123.19999694824219, 2.0, 5.2638726, 2.3603814, 0
44.493909, -0.6412421, 18 nov. 2020 12:54:27, 4.233, 123.19999694824219, 2.0, 5.1783304, 2.1041863, 0
44.4939705, -0.6413311, 18 nov. 2020 12:54:29, 4.222, 123.19999694824219, 2.0, 5.085329, 1.2376187, 0
44.4940241, -0.6414332, 18 nov. 2020 12:54:31, 4.035, 123.19999694824219, 2.0, 5.764654, 0.5544366, 0
44.4940478, -0.6414977, 18 nov. 2020 12:54:32, 3.9, 123.19999694824219, 2.0, 5.7028294, 0.98005104, 0
44.4940904, -0.641628, 18 nov. 2020 12:54:34, 3.9, 123.19999694824219, 2.0, 6.5752087, 1.3048371, 0
44.4941142, -0.6417116, 18 nov. 2020 12:54:35, 3.9, 123.19999694824219, 2.0, 6.7204804, 1.3860015, 0
44.4941384, -0.6417957, 18 nov. 2020 12:54:36, 3.9, 123.19999694824219, 2.0, 7.1973176, 1.7531686, 0
44.4941634, -0.641876, 18 nov. 2020 12:54:37, 3.9, 123.19999694824219, 2.0, 6.459979, 1.8638669, 0
44.4942011, -0.6420145, 18 nov. 2020 12:54:39, 4.103, 123.19999694824219, 2.0, 6.2830105, 0.6296825, 0
44.4942278, -0.6421749, 18 nov. 2020 12:54:41, 4.089, 123.19999694824219, 2.0, 5.8805475, 0.35355338, 0
44.4942389, -0.6422516, 18 nov. 2020 12:54:42, 4.127, 123.19999694824219, 2.0, 6.289402, 0.71589106, 0
44.4942517, -0.6424136, 18 nov. 2020 12:54:44, 3.938, 123.19999694824219, 2.0, 6.5080953, 0.38948685, 0
44.4942637, -0.6425763, 18 nov. 2020 12:54:46, 3.922, 123.19999694824219, 2.0, 6.1990585, 0.6648308, 0
44.4942696, -0.6426588, 18 nov. 2020 12:54:47, 3.918, 123.19999694824219, 2.0, 6.525173, 1.3665284, 0
44.4942788, -0.6428295, 18 nov. 2020 12:54:49, 3.908, 123.19999694824219, 2.0, 6.16627, 1.2995769, 0
44.4942873, -0.6429098, 18 nov. 2020 12:54:50, 3.915, 123.19999694824219, 2.0, 6.0976734, 1.5060213, 0
44.494306, -0.6430557, 18 nov. 2020 12:54:52, 3.912, 123.19999694824219, 2.0, 5.7524953, 1.4916434, 0
44.4943124, -0.64313, 18 nov. 2020 12:54:53, 3.934, 116.4398193359375, 4.0, 6.1655803, 1.68119, 0
44.4943185, -0.6432077, 18 nov. 2020 12:54:54, 4.047, 116.5758056640625, 4.0, 5.8693557, 2.0894258, 0
44.4943694, -0.643274, 18 nov. 2020 12:54:56, 4.327, 118.49481201171875, 4.0, 5.4206066, 0.57280016, 0
44.4944203, -0.6433083, 18 nov. 2020 12:54:57, 4.373, 118.2362060546875, 6.0, 5.4549003, 0.54671746, 0
44.4945348, -0.6433348, 18 nov. 2020 12:54:59, 4.286, 115.342041015625, 6.0, 5.610124, 0.12529965, 0
44.4946424, -0.6433781, 18 nov. 2020 12:55:01, 3.992, 114.709716796875, 6.0, 6.199474, 0.45486262, 0
44.4947453, -0.6434366, 18 nov. 2020 12:55:03, 3.94, 116.9991455078125, 6.0, 6.238431, 1.1955334, 0
44.4948531, -0.6434755, 18 nov. 2020 12:55:05, 3.967, 118.52734375, 6.0, 6.4725246, 1.1452947, 0
44.4949074, -0.6435104, 18 nov. 2020 12:55:06, 4.003, 119.39056396484375, 8.0, 6.411201, 1.3, 0
44.4950165, -0.6435629, 18 nov. 2020 12:55:08, 4.066, 115.9598388671875, 6.0, 6.190915, 0.40496913, 0
44.4951181, -0.6436068, 18 nov. 2020 12:55:10, 4.036, 116.46563720703125, 6.0, 6.5470476, 0.4036087, 0
44.4951781, -0.6436314, 18 nov. 2020 12:55:11, 3.977, 117.363525390625, 6.0, 6.638822, 0.51224995, 0
44.4952859, -0.6436736, 18 nov. 2020 12:55:13, 3.9, 118.2593994140625, 6.0, 6.1309605, 1.0292716, 0
44.495391, -0.6437365, 18 nov. 2020 12:55:15, 3.917, 118.7662353515625, 6.0, 6.2326937, 0.56435806, 0
44.4954411, -0.6437743, 18 nov. 2020 12:55:16, 4.031, 118.5927734375, 8.0, 6.054966, 1.4393401, 0
44.4954818, -0.6438258, 18 nov. 2020 12:55:17, 4.148, 118.80450439453125, 6.0, 6.0875163, 0.81055534, 0
44.495511, -0.6438888, 18 nov. 2020 12:55:18, 4.181, 118.56134033203125, 6.0, 5.761237, 0.9087354, 0
44.4955572, -0.6440038, 18 nov. 2020 12:55:20, 4.168, 119.52410888671875, 6.0, 4.882494, 0.42047593, 0
44.4956099, -0.6440634, 18 nov. 2020 12:55:22, 4.034, 119.56011962890625, 6.0, 3.791542, 0.44418466, 0
44.4956392, -0.6440806, 18 nov. 2020 12:55:23, 3.98, 118.22686767578125, 6.0, 4.65185, 0.57306194, 0
44.4957059, -0.6441335, 18 nov. 2020 12:55:25, 3.969, 119.714111328125, 6.0, 4.105077, 1.4362799, 0
44.4957355, -0.6442151, 18 nov. 2020 12:55:26, 4.746, 119.2125244140625, 6.0, 2.086812, -1, 0
44.4957506, -0.6441824, 18 nov. 2020 12:55:27, 6.553, 118.4022216796875, 6.0, 2.740625, -1, 0
